House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
37,Spencer Avenue,Ian,Hart,32,Head,Married,Male,"Engineer, broadcasting (operations)",None,Christian
37,Spencer Avenue,Abbie,Hart,33,Wife,Married,Female,Fashion designer,None,None
37,Spencer Avenue,Sam,Hart,5,Step-Son,NA,Male,Student,None,NA
37,Spencer Avenue,Gordon,Morgan,53,Lodger,Single,Male,Homeopath,None,Catholic
38,Spencer Avenue,Eileen,Chapman,34,Head,Single,Female,Farm manager,None,None
38,Spencer Avenue,Max,Williams,36,Partner,Single,Male,Medical secretary,None,None
39,Spencer Avenue,Kelly,Hartley,48,Head,Single,Female,"Psychologist, educational",None,None
39,Spencer Avenue,Allan,Pearce,52,Partner,Single,Male,"Engineer, land",None,None
39,Spencer Avenue,Shannon,Hartley,23,Daughter,Single,Female,Fish farm manager,None,None
39,Spencer Avenue,Paula,Hartley,17,Daughter,NA,Female,Student,None,NA
39,Spencer Avenue,Ryan,Hartley,15,Son,NA,Male,Student,None,NA
40,Spencer Avenue,Dean,Fitzgerald,53,Head,Single,Male,Research scientist (medical),None,None
40,Spencer Avenue,Kerry,Barnes,53,Partner,Single,Female,Applications developer,None,None
41,Spencer Avenue,Ruth,Day,41,Head,Married,Female,Museum/gallery exhibitions officer,None,Christian
41,Spencer Avenue,Dennis,Hudson,45,Husband,Married,Male,Science writer,None,Christian
41,Spencer Avenue,Scott,Day,3,Son,NA,Male,Child,None,NA
42,Spencer Avenue,Mohammad,Hughes,25,Head,Widowed,Male,Unemployed,None,None
43,Spencer Avenue,Cheryl,White,70,Head,Married,Female,Retired Chiropodist,None,Muslim
43,Spencer Avenue,Allan,White,72,Husband,Married,Male,"Retired Accountant, chartered certified",None,Muslim
44,Spencer Avenue,Jean,Cox,53,Head,Married,Female,Chief Financial Officer,None,Christian
44,Spencer Avenue,Damien,Cox,53,Husband,Married,Male,Photographer,None,None
45,Spencer Avenue,Bethan,Smith,47,Head,Married,Female,Warehouse manager,None,None
45,Spencer Avenue,Anthony,Smith,49,Husband,Married,Male,Textile designer,None,None
45,Spencer Avenue,Andrew,Smith,20,Son,Single,Male,University Student,None,None
45,Spencer Avenue,James,Smith,18,Son,Single,Male,Student,None,None
45,Spencer Avenue,Heather,Smith,14,Daughter,NA,Female,Student,None,NA
46,Spencer Avenue,Paige,Collins,53,Head,Single,Female,Theatre director,None,Christian
46,Spencer Avenue,Molly,Booth,36,None,Divorced,Female,Pathologist,None,Catholic
46,Spencer Avenue,Molly,Nash,51,None,Single,Female,Film/video editor,None,Christian
47,Spencer Avenue,Linda,Long,72,Head,Widowed,Female,Retired Orthoptist,None,None
48,Spencer Avenue,Benjamin,Lewis,68,Head,Widowed,Male,Unemployed,None,None
49,Spencer Avenue,Kerry,Stephenson,67,Head,Married,Female,Acupuncturist,None,None
49,Spencer Avenue,Neil,Stephenson,69,Husband,Married,Male,Retired Health visitor,None,None
1,Clementine Points,Louise,Williams,24,Head,Married,Female,Oncologist,None,None
1,Clementine Points,Owen,Williams,30,Husband,Married,Male,Armed forces training and education officer,None,None
1,Clementine Points,Colin,Williams,4,Son,NA,Male,Child,None,NA
2,Clementine Points,Gemma,Jones,52,Head,Single,Female,"Designer, jewellery",None,Methodist
2,Clementine Points,Lee,Brown,46,None,Single,Male,Medical sales representative,None,Methodist
2,Clementine Points,Patrick,Morley,23,None,Single,Male,"Presenter, broadcasting",None,None
2,Clementine Points,George,Davis,53,None,Single,Male,Secondary school teacher,None,Methodist
2,Clementine Points,Christian,Lynch,62,None,Single,Male,Environmental health practitioner,None,Catholic
3,Clementine Points,Arthur,Bruce,68,Head,Married,Male,Retired Media buyer,None,Christian
3,Clementine Points,Kevin,Bruce,65,Husband,Married,Male,Electronics engineer,None,Christian
4,Clementine Points,Nigel,Ward,66,Head,Married,Male,"Investment banker, corporate",None,Christian
4,Clementine Points,Laura,Ward,61,Wife,Married,Female,"Education officer, community",None,Christian
4,Clementine Points,Natasha,Ward,10,Granddaughter,NA,Female,Student,None,NA
4,Clementine Points,Mathew,Collins,7,Grandson,NA,Male,Student,None,NA
5,Clementine Points,Donald,Walker,66,Head,Married,Male,"Engineer, petroleum",None,None
5,Clementine Points,Kerry,Walker,66,Wife,Married,Female,Technical sales engineer,None,None
6,Clementine Points,Michael,Perry,38,Head,Single,Male,Social researcher,None,None
6,Clementine Points,Glenn,Oliver,40,None,Single,Male,"Engineer, land",None,Christian
6,Clementine Points,Jodie,Farrell,47,None,Single,Female,Radiation protection practitioner,None,None
7,Clementine Points,Ruth,Ellis,84,Head,Widowed,Female,Retired Herbalist,None,Christian
8,Clementine Points,Angela,West,57,Head,Divorced,Female,Sports administrator,None,Catholic
8,Clementine Points,Gerald,West,13,Son,NA,Male,Student,None,NA
8,Clementine Points,Hannah,West,4,Daughter,NA,Female,Child,None,NA
9,Clementine Points,Ruth,Noble,35,Head,Married,Female,Civil Service fast streamer,None,Christian
9,Clementine Points,Joseph,Noble,40,Husband,Married,Male,Higher education lecturer,None,None
9,Clementine Points,Dominic,Noble,5,Adopted Son,NA,Male,Student,None,NA
9,Clementine Points,Luke,Noble,2,Son,NA,Male,Child,None,NA
1,Guild Lane,Jeremy,Mann,74,Head,Married,Male,"Retired Education officer, environmental",None,Christian
1,Guild Lane,Carolyn,Mann,72,Wife,Married,Female,Retired Agricultural consultant,None,Christian
2,Guild Lane,Joshua,Chambers,35,Head,Single,Male,Technical author,None,Christian
3,Guild Lane,Lynda,Wright,78,Head,Widowed,Female,Retired Forensic psychologist,None,Christian
4,Guild Lane,Mary,Stevens,42,Head,Single,Female,Unemployed,None,Christian
4,Guild Lane,Jenna,Stevens,17,Daughter,NA,Female,Student,None,NA
4,Guild Lane,Scott,Stevens,13,Son,NA,Male,Student,None,NA
5,Guild Lane,Rosie,Knowles,46,Head,Married,Female,"Education officer, community",None,None
5,Guild Lane,Abdul,Knowles,51,Husband,Married,Male,Technical sales engineer,None,None
5,Guild Lane,Albert,Knowles,12,Son,NA,Male,Student,None,NA
6,Guild Lane,Georgina,Booth,40,Head,Single,Female,Unemployed,None,Methodist
6,Guild Lane,Callum,Booth,3,Son,NA,Male,Child,None,NA
6,Guild Lane,Maurice,Booth,1,Son,NA,Male,Child,None,NA
7,Guild Lane,Leigh,Mason,30,Head,Married,Male,Lobbyist,None,Christian
7,Guild Lane,Linda,Mason,28,Wife,Married,Female,IT consultant,None,Christian
7,Guild Lane,Gregory,Reynolds,19,Lodger,Single,Male,University Student,None,None
8,Guild Lane,Robert,Dixon,51,Head,Divorced,Male,Unemployed,None,Christian
9,Guild Lane,Michael,Pearson,93,Head,Widowed,Male,Retired Herpetologist,None,Christian
10,Guild Lane,Barry,Morris,54,Head,Married,Male,Logistics and distribution manager,None,None
10,Guild Lane,Ellie,Morris,44,Wife,Married,Female,"Scientist, marine",None,None
11,Guild Lane,Leonard,Owens,77,Head,Widowed,Male,Retired Pension scheme manager,None,Methodist
12,Guild Lane,Kelly,Knight,44,Head,Single,Female,Unemployed,None,Methodist
13,Guild Lane,Kate,Brooks,65,Head,Widowed,Female,Location manager,None,None
14,Guild Lane,Kayleigh,Byrne,25,Head,Divorced,Female,Occupational hygienist,None,None
15,Guild Lane,Diane,Walton,62,Head,Single,Female,Freight forwarder,None,Catholic
16,Guild Lane,Shirley,Thompson,20,Head,Single,Female,University Student,None,None
17,Guild Lane,Lorraine,Marshall,31,Head,Divorced,Female,Unemployed,None,Christian
18,Guild Lane,Joe,Knowles,79,Head,Single,Male,"Retired Surveyor, quantity",None,Muslim
19,Guild Lane,Rita,Rogers,73,Head,Married,Female,Retired Health physicist,None,None
19,Guild Lane,Abdul,Rogers,76,Husband,Married,Male,"Retired Civil engineer, consulting",None,None
20,Guild Lane,Anthony,Barker,72,Head,Widowed,Male,Retired Public house manager,None,Methodist
21,Guild Lane,Joan,Williams,53,Head,Single,Female,Network engineer,None,Christian
21,Guild Lane,Karl,Davies,58,Partner,Single,Male,Art therapist,None,Christian
22,Guild Lane,Christopher,Humphries,63,Head,Single,Male,Forensic scientist,None,Christian
23,Guild Lane,Janet,Nicholls,66,Head,Widowed,Female,Information systems manager,None,Methodist
24,Guild Lane,Alexander,Simpson,30,Head,Married,Male,Television/film/video producer,None,Methodist
24,Guild Lane,Linda,Simpson,28,Wife,Married,Female,Investment analyst,None,Methodist
25,Guild Lane,Barbara,Palmer,75,Head,Widowed,Female,Unemployed,None,None
26,Guild Lane,Shannon,Johnson,98,Head,Married,Female,Retired Clinical biochemist,Mental Disability,None
26,Guild Lane,Jordan,Johnson,106,Husband,Married,Male,Retired Quality manager,None,None
27,Guild Lane,Arthur,Mills,78,Head,Widowed,Male,Retired Event organiser,None,Christian
28,Guild Lane,Kate,Brennan,55.52492408,Head,Married,Female,Unemployed,None,Catholic
28,Guild Lane,Damian,Brennan,56.52492408,Husband,Married,Male,Fast food restaurant manager,None,None
28,Guild Lane,Abbie,Brennan,1,Daughter,NA,Female,Child,None,NA
29,Guild Lane,Josephine,Andrews,55,Head,Married,Female,Chief Financial Officer,None,Christian
29,Guild Lane,Gerald,Andrews,57,Husband,Married,Male,Tourist information centre manager,None,Christian
29,Guild Lane,Craig,Andrews,31,Son,Single,Male,Operational investment banker,None,Christian
30,Guild Lane,Brenda,Williamson,61,Head,Single,Female,Museum/gallery exhibitions officer,None,Christian
31,Guild Lane,Eric,Walker,19,Head,Single,Male,University Student,None,None
32,Guild Lane,Linda,Hammond,76,Head,Widowed,Female,Retired Hydrographic surveyor,None,Christian
32,Guild Lane,Charlie,Hammond,43,Son,Single,Male,Risk analyst,None,Christian
33,Guild Lane,Sally,Brady,34,Head,Married,Female,Youth worker,None,Sikh
33,Guild Lane,Ronald,Brady,40,Husband,Married,Male,Occupational psychologist,None,Sikh
33,Guild Lane,Jeremy,Brady,3,Son,NA,Male,Child,None,NA
34,Guild Lane,Terry,Palmer,40,Head,Single,Male,Pathologist,None,Catholic
34,Guild Lane,Joan,Gibson,35,Partner,Single,Female,Commissioning editor,None,Catholic
35,Guild Lane,Martin,Walton,21,Head,Divorced,Male,University Student,None,Muslim
36,Guild Lane,Vanessa,Patel,40,Head,Married,Female,"Administrator, arts",None,Catholic
36,Guild Lane,Vincent,Patel,38,Husband,Married,Male,Office manager,None,Catholic
36,Guild Lane,Carol,Patel,10,Daughter,NA,Female,Student,None,NA
37,Guild Lane,Antony,Powell,19,Head,Single,Male,University Student,None,None
37,Guild Lane,Gail,Pearce,50,None,Single,Female,Lobbyist,None,Christian
37,Guild Lane,Holly,Stevenson,46,None,Single,Female,"Surveyor, rural practice",None,Christian
38,Guild Lane,Alice,Hutchinson,46,Head,Married,Female,Ergonomist,None,Christian
38,Guild Lane,Alexander,Hutchinson,47,Husband,Married,Male,Chartered accountant,None,Christian
38,Guild Lane,Justin,Walsh-Hutchinson,15,Son,NA,Male,Student,None,NA
39,Guild Lane,Deborah,Dodd,61,Head,Single,Female,Private music teacher,None,Christian
39,Guild Lane,Connor,Wilson-Dodd,23,Son,Single,Male,"Scientist, research (physical sciences)",None,None
39,Guild Lane,Bethany,Wilson-Dodd,16,Daughter,NA,Female,Student,None,NA
40,Guild Lane,Sheila,Davidson,89,Head,Divorced,Female,Retired Cartographer,None,Christian
1,Cancerpath Drive,Amy,Baker,71,Head,Married,Female,"Retired Designer, ceramics/pottery",None,Christian
1,Cancerpath Drive,Amelia,Baker,72,Wife,Married,Female,Retired Industrial/product designer,None,Christian
2,Cancerpath Drive,Marion,Fisher,62,Head,Married,Female,Health physicist,None,Christian
2,Cancerpath Drive,Nathan,Fisher,69,Husband,Married,Male,Retired Sports administrator,None,Christian
2,Cancerpath Drive,Tina,Fisher,32,Daughter,Single,Female,Clinical embryologist,None,Christian
2,Cancerpath Drive,Lauren,Fisher,28,Daughter,Single,Female,Unemployed,None,Christian
2,Cancerpath Drive,Caroline,Smith,24,Daughter,Single,Female,Public librarian,None,Christian
3,Cancerpath Drive,Marian,Edwards,52,Head,Married,Female,Civil Service fast streamer,None,None
3,Cancerpath Drive,Alan,Edwards,54,Husband,Married,Male,Textile designer,None,None
4,Cancerpath Drive,Marilyn,Andrews,54,Head,Married,Female,"Biochemist, clinical",None,Christian
4,Cancerpath Drive,Samuel,Andrews,59,Husband,Married,Male,Animal nutritionist,None,None
4,Cancerpath Drive,Neil,Jones,28,Son,Divorced,Male,"Therapist, art",None,None
4,Cancerpath Drive,Norman,Jones,28,Son,Divorced,Male,International aid/development worker,None,Christian
5,Cancerpath Drive,Molly,Lamb,40,Head,Divorced,Female,"Chemist, analytical",None,Catholic
5,Cancerpath Drive,Ellie,Lamb,4,Daughter,NA,Female,Child,None,NA
5,Cancerpath Drive,Katy,Lamb,1,Daughter,NA,Female,Child,None,NA
5,Cancerpath Drive,David,King,40,Lodger,Single,Male,Toxicologist,None,Christian
5,Cancerpath Drive,Lydia,King,20,Lodger,Divorced,Female,Planning and development surveyor,None,None
5,Cancerpath Drive,Alice,Parker,55,Lodger,Divorced,Female,Radiation protection practitioner,None,Jewish
6,Cancerpath Drive,Judith,Howard,41,Head,Married,Female,"Engineer, water",None,None
6,Cancerpath Drive,Ashley,Howard,41,Husband,Married,Male,Site engineer,None,None
6,Cancerpath Drive,Emma,Howard,17,Daughter,NA,Female,Student,None,NA
7,Cancerpath Drive,Jasmine,Joyce,64,Head,Married,Female,Seismic interpreter,None,Methodist
7,Cancerpath Drive,Bryan,Joyce,64,Husband,Married,Male,"Civil engineer, consulting",None,Methodist
7,Cancerpath Drive,Jacob,Joyce,20,Son,Single,Male,University Student,None,None
7,Cancerpath Drive,Kim,Green,2,Daughter,NA,Female,Child,None,NA
8,Cancerpath Drive,Josephine,Holmes,131,Head,Married,Female,Retired Clinical psychologist,None,Christian
8,Cancerpath Drive,Stewart,Holmes,107,Husband,Married,Male,Retired Rural practice surveyor,None,Christian
9,Cancerpath Drive,Nicholas,Morris,44,Head,Married,Male,Air broker,None,None
9,Cancerpath Drive,Kimberley,Morris,45,Wife,Married,Female,Archaeologist,None,None
9,Cancerpath Drive,Grace,Morris,16,Daughter,NA,Female,Student,None,NA
10,Cancerpath Drive,Joshua,Fleming,37,Head,Married,Male,Community education officer,None,None
10,Cancerpath Drive,Heather,Fleming,39,Wife,Married,Female,"Psychologist, forensic",None,None
11,Cancerpath Drive,Cheryl,Wright,60,Head,Single,Female,Patent examiner,None,None
11,Cancerpath Drive,Debra,Wright,35,Daughter,Divorced,Female,Private music teacher,None,None
11,Cancerpath Drive,Gerald,Wright,34,Son,Divorced,Male,Contracting civil engineer,None,None
11,Cancerpath Drive,Jean,Wright,33,Daughter,Single,Female,Editorial assistant,None,None
12,Cancerpath Drive,Brandon,Savage,82,Head,Single,Male,Retired Building surveyor,None,Christian
13,Cancerpath Drive,Louise,Harding,18,Head,Single,Female,Student,None,NA
13,Cancerpath Drive,Kathryn,Connor,20,None,Single,Female,University Student,None,Catholic
14,Cancerpath Drive,Sandra,Kemp,86,Head,Married,Female,Retired Exhibition designer,None,Catholic
14,Cancerpath Drive,Terence,Kemp,90,Husband,Married,Male,"Retired Sound technician, broadcasting/film/video",None,None
15,Cancerpath Drive,Terence,Reid,32,Head,Married,Male,"Designer, television/film set",None,Christian
15,Cancerpath Drive,June,Reid,30,Wife,Married,Female,Chief Technology Officer,None,None
15,Cancerpath Drive,Roy,Reid,5,Son,NA,Male,Student,None,NA
16,Cancerpath Drive,Tina,Hardy,50,Head,Married,Female,Electrical engineer,None,None
16,Cancerpath Drive,Mitchell,Hardy,56,Husband,Married,Male,Broadcast engineer,None,None
16,Cancerpath Drive,Gordon,Hardy,15,Son,NA,Male,Student,None,NA
16,Cancerpath Drive,Nicholas,Hardy,13,Son,NA,Male,Student,None,NA
17,Cancerpath Drive,Leanne,Skinner,29,Head,Single,Female,Software engineer,None,Christian
17,Cancerpath Drive,Robert,Thompson,48,None,Single,Male,"Scientist, research (life sciences)",None,Methodist
18,Cancerpath Drive,Jacqueline,James,42,Head,Divorced,Female,Unemployed,None,Christian
18,Cancerpath Drive,Sean,James,21,Son,Single,Male,University Student,None,Christian
19,Cancerpath Drive,Allan,Jones,49,Head,Married,Male,Chief of Staff,None,None
19,Cancerpath Drive,Christine,Jones,53,Wife,Married,Female,Conference centre manager,None,None
19,Cancerpath Drive,Sylvia,Jones,22,Daughter,Single,Female,Child psychotherapist,None,None
19,Cancerpath Drive,Nicola,Jones,13,Daughter,NA,Female,Student,None,NA
19,Cancerpath Drive,Christopher,Jones,11,Son,NA,Male,Student,None,NA
19,Cancerpath Drive,Declan,Jones,7,Son,NA,Male,Student,None,NA
20,Cancerpath Drive,Damian,Jones,45,Head,Single,Male,Advertising copywriter,None,Methodist
20,Cancerpath Drive,Chelsea,Cameron,12,Granddaughter,NA,Female,Student,None,NA
21,Cancerpath Drive,Sara,Brennan,69,Head,Widowed,Female,Retired Occupational therapist,None,Christian
22,Cancerpath Drive,Andrea,Hill,49,Head,Married,Female,Technical brewer,None,None
22,Cancerpath Drive,Owen,Hill,51,Husband,Married,Male,Risk analyst,None,None
22,Cancerpath Drive,Marie,Hill,18,Daughter,Single,Female,Student,None,None
22,Cancerpath Drive,Adam,Hill,17,Son,NA,Male,Student,None,NA
23,Cancerpath Drive,Jeremy,Cross,51,Head,Married,Male,Herpetologist,None,Christian
23,Cancerpath Drive,Valerie,Cross,47,Wife,Married,Female,Tax adviser,None,None
24,Cancerpath Drive,Abdul,Lowe,29,Head,Single,Male,Chartered accountant,None,Christian
24,Cancerpath Drive,Julie,Morris,27,Partner,Single,Female,Pathologist,None,Christian
25,Cancerpath Drive,Stephanie,Gill,46,Head,Married,Female,"Therapist, drama",None,Christian
25,Cancerpath Drive,Karl,Gill,48,Husband,Married,Male,Economist,None,None
26,Cancerpath Drive,Bethany,Hammond,86,Head,Married,Female,Retired Trading standards officer,None,Christian
26,Cancerpath Drive,Julia,Hammond,90,Wife,Married,Female,Retired Podiatrist,None,None
27,Cancerpath Drive,Marie,Gibson,46,Head,Married,Female,Private music teacher,None,Catholic
27,Cancerpath Drive,Eric,Gibson,51,Husband,Married,Male,Chartered accountant,None,None
27,Cancerpath Drive,Ben,Webb-Gibson,26,Son,Single,Male,Ecologist,None,Catholic
28,Cancerpath Drive,Fiona,McCarthy,20,Head,Married,Female,Network engineer,None,Christian
28,Cancerpath Drive,Gregory,McCarthy,22,Husband,Married,Male,Camera operator,None,None
29,Cancerpath Drive,Sylvia,Wallace,73,Head,Married,Female,"Retired Surveyor, mining",None,Christian
29,Cancerpath Drive,Aaron,Wallace,76,Husband,Married,Male,Retired Community education officer,None,Christian
